assessment_id,student_id,course_id,module,type,max_score,scored,due_date,submitted_date
ASM006321,STU0355,CRS008,6,project,100,75.6,2024-07-12,2024-07-09
ASM006322,STU0355,CRS008,6,exam,100,65.9,2024-06-12,2024-06-10
ASM006323,STU0356,CRS001,1,quiz,25,10.1,2024-09-30,2024-09-30
ASM006324,STU0356,CRS001,1,assignment,50,28.4,2024-10-03,2024-10-06
ASM006325,STU0356,CRS001,2,quiz,25,17.0,2024-10-15,2024-10-14
ASM006326,STU0356,CRS001,2,assignment,50,15.4,2024-10-27,2024-10-27
ASM006327,STU0356,CRS001,3,quiz,25,16.1,2024-10-27,2024-10-28
ASM006328,STU0356,CRS001,3,assignment,50,44.1,2024-11-17,2024-11-19
ASM006329,STU0356,CRS001,3,project,100,89.1,2024-11-08,2024-11-05
ASM006330,STU0356,CRS001,4,quiz,25,16.1,2024-11-18,2024-11-18
ASM006331,STU0356,CRS001,4,assignment,50,49.0,2024-11-26,2024-11-27
ASM006332,STU0356,CRS001,5,quiz,25,16.0,2024-11-24,2024-11-26
ASM006333,STU0356,CRS001,5,assignment,50,16.7,2024-12-24,2024-12-31
ASM006334,STU0356,CRS001,5,exam,100,29.5,2024-11-24,2024-11-24
ASM006335,STU0357,CRS018,1,quiz,25,18.5,2023-03-03,2023-03-04
ASM006336,STU0357,CRS018,1,assignment,50,43.1,2023-02-28,2023-02-28
ASM006337,STU0357,CRS018,2,quiz,25,12.7,2023-03-25,2023-03-25
ASM006338,STU0357,CRS018,2,assignment,50,27.4,2023-03-23,2023-03-23
ASM006339,STU0357,CRS018,3,quiz,25,23.7,2023-03-28,2023-03-25
ASM006340,STU0357,CRS018,3,assignment,50,32.3,2023-04-03,2023-04-02
ASM006341,STU0357,CRS018,3,project,100,70.5,2023-03-25,2023-03-23
ASM006342,STU0357,CRS018,4,quiz,25,14.3,2023-04-20,2023-04-19
ASM006343,STU0357,CRS018,4,assignment,50,46.9,2023-04-08,2023-04-06
ASM006344,STU0357,CRS018,5,quiz,25,15.7,2023-05-22,2023-05-22
ASM006345,STU0357,CRS018,5,assignment,50,31.3,2023-05-22,2023-05-22
ASM006346,STU0357,CRS018,6,quiz,25,15.7,2023-06-17,2023-06-20
ASM006347,STU0357,CRS018,6,assignment,50,27.7,2023-05-12,2023-05-12
ASM006348,STU0357,CRS018,6,project,100,54.1,2023-06-11,2023-06-09
ASM006349,STU0357,CRS018,7,quiz,25,18.0,2023-06-17,2023-06-14
ASM006350,STU0357,CRS018,7,assignment,50,38.3,2023-06-24,2023-06-22
ASM006351,STU0357,CRS018,8,quiz,25,20.3,2023-07-05,2023-07-08
ASM006352,STU0357,CRS018,8,assignment,50,27.2,2023-07-05,2023-07-03
ASM006353,STU0357,CRS018,8,exam,100,78.6,2023-07-21,2023-07-23
ASM006354,STU0358,CRS008,1,quiz,25,19.1,2023-08-20,2023-08-22
ASM006355,STU0358,CRS008,1,assignment,50,18.2,2023-08-19,2023-08-18
ASM006356,STU0358,CRS008,2,quiz,25,13.0,2023-09-06,2023-09-07
ASM006357,STU0358,CRS008,2,assignment,50,26.9,2023-09-08,2023-09-11
ASM006358,STU0358,CRS008,3,quiz,25,13.1,2023-09-16,2023-09-17
ASM006359,STU0358,CRS008,3,assignment,50,19.3,2023-10-01,2023-10-02
ASM006360,STU0358,CRS008,3,project,100,91.1,2023-09-13,2023-09-12
ASM006361,STU0358,CRS008,4,quiz,25,24.5,2023-09-24,2023-09-21
ASM006362,STU0358,CRS008,4,assignment,50,22.0,2023-10-14,2023-10-11
ASM006363,STU0358,CRS008,5,quiz,25,15.4,2023-10-18,2023-10-19
ASM006364,STU0358,CRS008,5,assignment,50,35.3,2023-10-23,2023-10-25
ASM006365,STU0358,CRS008,6,quiz,25,19.3,2023-11-15,2023-11-17
ASM006366,STU0358,CRS008,6,assignment,50,29.4,2023-11-27,2023-11-27
ASM006367,STU0358,CRS008,6,project,100,42.1,2023-11-03,2023-11-03
ASM006368,STU0358,CRS008,6,exam,100,59.7,2023-11-15,2023-11-15
ASM006369,STU0359,CRS005,1,quiz,25,24.5,2024-02-18,2024-02-25
ASM006370,STU0359,CRS005,1,assignment,50,40.8,2024-02-19,2024-02-19
ASM006371,STU0359,CRS005,2,quiz,25,10.4,2024-03-02,2024-03-02
ASM006372,STU0359,CRS005,2,assignment,50,33.8,2024-03-06,2024-03-04
ASM006373,STU0359,CRS005,3,quiz,25,14.3,2024-03-17,2024-03-15
ASM006374,STU0359,CRS005,3,assignment,50,21.2,2024-04-04,2024-04-04
ASM006375,STU0359,CRS005,3,project,100,83.3,2024-03-29,2024-03-28
ASM006376,STU0359,CRS005,4,quiz,25,21.4,2024-04-13,2024-04-10
ASM006377,STU0359,CRS005,4,assignment,50,20.3,2024-04-17,2024-04-16
ASM006378,STU0359,CRS005,5,quiz,25,18.6,2024-05-11,2024-05-09
ASM006379,STU0359,CRS005,5,assignment,50,23.9,2024-04-26,2024-04-24
ASM006380,STU0359,CRS005,6,quiz,25,15.5,2024-04-25,2024-04-23
ASM006381,STU0359,CRS005,6,assignment,50,37.7,2024-06-06,2024-06-13
ASM006382,STU0359,CRS005,6,project,100,71.3,2024-05-01,2024-05-01
ASM006383,STU0359,CRS005,7,quiz,25,11.2,2024-05-16,2024-05-15
ASM006384,STU0359,CRS005,7,assignment,50,37.0,2024-05-23,2024-05-24
ASM006385,STU0359,CRS005,8,quiz,25,10.8,2024-05-23,2024-05-23
ASM006386,STU0359,CRS005,8,assignment,50,29.1,2024-05-31,2024-05-28
ASM006387,STU0359,CRS005,8,exam,100,58.5,2024-07-10,2024-07-11
ASM006388,STU0360,CRS004,1,quiz,25,19.7,2024-08-05,2024-08-07
ASM006389,STU0360,CRS004,1,assignment,50,16.1,2024-07-31,2024-07-31
ASM006390,STU0360,CRS004,2,quiz,25,13.7,2024-08-18,2024-08-21
ASM006391,STU0360,CRS004,2,assignment,50,33.8,2024-08-20,2024-08-19
ASM006392,STU0360,CRS004,3,quiz,25,14.6,2024-09-09,2024-09-08
ASM006393,STU0360,CRS004,3,assignment,50,38.1,2024-09-06,2024-09-03
ASM006394,STU0360,CRS004,3,project,100,67.4,2024-08-28,2024-08-27
ASM006395,STU0360,CRS004,4,quiz,25,23.1,2024-10-05,2024-10-08
ASM006396,STU0360,CRS004,4,assignment,50,30.5,2024-10-01,2024-10-06
ASM006397,STU0360,CRS004,5,quiz,25,18.4,2024-09-25,2024-09-26
ASM006398,STU0360,CRS004,5,assignment,50,30.0,2024-10-15,2024-10-16
ASM006399,STU0360,CRS004,6,quiz,25,18.9,2024-10-15,2024-10-14
ASM006400,STU0360,CRS004,6,assignment,50,40.0,2024-11-20,2024-11-17
ASM006401,STU0360,CRS004,6,project,100,54.8,2024-11-08,2024-11-06
ASM006402,STU0360,CRS004,6,exam,100,86.7,2024-10-21,2024-10-18
ASM006403,STU0361,CRS020,1,quiz,25,16.3,2023-03-25,2023-03-25
ASM006404,STU0361,CRS020,1,assignment,50,49.0,2023-03-21,2023-03-19
ASM006405,STU0361,CRS020,2,quiz,25,20.1,2023-04-06,2023-04-05
ASM006406,STU0361,CRS020,2,assignment,50,34.1,2023-04-06,2023-04-05
ASM006407,STU0361,CRS020,3,quiz,25,11.5,2023-04-22,2023-04-19
ASM006408,STU0361,CRS020,3,assignment,50,41.6,2023-04-19,2023-04-26
ASM006409,STU0361,CRS020,3,project,100,74.3,2023-04-16,2023-04-19
ASM006410,STU0361,CRS020,4,quiz,25,18.3,2023-05-16,2023-05-15
ASM006411,STU0361,CRS020,4,assignment,50,27.1,2023-05-04,2023-05-03
ASM006412,STU0361,CRS020,4,exam,100,51.7,2023-05-24,2023-05-31
ASM006413,STU0362,CRS007,1,quiz,25,20.2,2023-08-03,2023-08-05
ASM006414,STU0362,CRS007,1,assignment,50,44.8,2023-08-06,2023-08-06
ASM006415,STU0362,CRS007,2,quiz,25,14.7,2023-08-28,2023-08-29
ASM006416,STU0362,CRS007,2,assignment,50,37.9,2023-08-20,2023-08-20
ASM006417,STU0362,CRS007,3,quiz,25,14.8,2023-09-11,2023-09-13
ASM006418,STU0362,CRS007,3,assignment,50,41.8,2023-08-30,2023-08-29
ASM006419,STU0362,CRS007,3,project,100,61.7,2023-09-17,2023-09-17
ASM006420,STU0362,CRS007,4,quiz,25,23.6,2023-10-03,2023-10-02
ASM006421,STU0362,CRS007,4,assignment,50,13.2,2023-10-11,2023-10-12
ASM006422,STU0362,CRS007,5,quiz,25,17.9,2023-10-12,2023-10-11
ASM006423,STU0362,CRS007,5,assignment,50,26.1,2023-10-22,2023-10-21
ASM006424,STU0362,CRS007,6,quiz,25,16.8,2023-11-16,2023-11-18
ASM006425,STU0362,CRS007,6,assignment,50,36.4,2023-10-17,2023-10-17
ASM006426,STU0362,CRS007,6,project,100,80.9,2023-11-16,2023-11-16
ASM006427,STU0362,CRS007,7,quiz,25,21.0,2023-11-29,2023-11-29
ASM006428,STU0362,CRS007,7,assignment,50,36.7,2023-12-06,2023-12-13
ASM006429,STU0362,CRS007,8,quiz,25,20.0,2023-12-18,2023-12-20
ASM006430,STU0362,CRS007,8,assignment,50,24.8,2023-12-26,2023-12-26
ASM006431,STU0362,CRS007,8,exam,100,68.5,2023-11-16,2023-11-15
ASM006432,STU0363,CRS002,1,quiz,25,12.0,2024-02-29,2024-02-29
ASM006433,STU0363,CRS002,1,assignment,50,43.7,2024-03-02,2024-03-01
ASM006434,STU0363,CRS002,2,quiz,25,10.8,2024-03-19,2024-03-24
ASM006435,STU0363,CRS002,2,assignment,50,29.8,2024-03-23,2024-03-23
ASM006436,STU0363,CRS002,3,quiz,25,19.2,2024-04-03,2024-04-03
ASM006437,STU0363,CRS002,3,assignment,50,22.3,2024-04-12,2024-04-10
ASM006438,STU0363,CRS002,3,project,100,42.1,2024-04-09,2024-04-10
ASM006439,STU0363,CRS002,4,quiz,25,21.3,2024-04-16,2024-04-15
ASM006440,STU0363,CRS002,4,assignment,50,22.7,2024-05-02,2024-05-02
ASM006441,STU0363,CRS002,5,quiz,25,15.3,2024-05-02,2024-05-01
ASM006442,STU0363,CRS002,5,assignment,50,35.7,2024-05-27,2024-05-30
ASM006443,STU0363,CRS002,6,quiz,25,16.1,2024-06-11,2024-06-18
ASM006444,STU0363,CRS002,6,assignment,50,21.2,2024-05-24,2024-05-24
ASM006445,STU0363,CRS002,6,project,100,59.8,2024-05-24,2024-05-29
ASM006446,STU0363,CRS002,6,exam,100,87.1,2024-06-11,2024-06-10
ASM006447,STU0364,CRS002,1,quiz,25,22.1,2024-08-13,2024-08-13
ASM006448,STU0364,CRS002,1,assignment,50,41.2,2024-08-15,2024-08-14
ASM006449,STU0364,CRS002,2,quiz,25,16.8,2024-09-10,2024-09-10
ASM006450,STU0364,CRS002,2,assignment,50,44.8,2024-08-29,2024-08-29
ASM006451,STU0364,CRS002,3,quiz,25,13.8,2024-09-25,2024-09-28
ASM006452,STU0364,CRS002,3,assignment,50,23.1,2024-09-13,2024-09-13
ASM006453,STU0364,CRS002,3,project,100,76.5,2024-09-19,2024-09-20
ASM006454,STU0364,CRS002,4,quiz,25,18.0,2024-10-22,2024-10-24
ASM006455,STU0364,CRS002,4,assignment,50,45.4,2024-10-22,2024-10-20
ASM006456,STU0364,CRS002,5,quiz,25,18.7,2024-10-08,2024-10-13
ASM006457,STU0364,CRS002,5,assignment,50,23.3,2024-10-28,2024-10-28
ASM006458,STU0364,CRS002,6,quiz,25,18.6,2024-10-22,2024-10-22
ASM006459,STU0364,CRS002,6,assignment,50,31.5,2024-11-03,2024-11-03
ASM006460,STU0364,CRS002,6,project,100,77.1,2024-11-03,2024-11-10
ASM006461,STU0364,CRS002,6,exam,100,75.2,2024-11-15,2024-11-15
ASM006462,STU0365,CRS013,1,quiz,25,23.5,2023-03-05,2023-03-05
ASM006463,STU0365,CRS013,1,assignment,50,40.4,2023-03-03,2023-03-04
ASM006464,STU0365,CRS013,2,quiz,25,9.9,2023-03-16,2023-03-16
ASM006465,STU0365,CRS013,2,assignment,50,15.9,2023-03-20,2023-03-20
ASM006466,STU0365,CRS013,3,quiz,25,21.9,2023-04-04,2023-04-04
ASM006467,STU0365,CRS013,3,assignment,50,48.7,2023-04-16,2023-04-14
ASM006468,STU0365,CRS013,3,project,100,49.9,2023-04-07,2023-04-04
ASM006469,STU0365,CRS013,4,quiz,25,15.6,2023-05-03,2023-05-05
ASM006470,STU0365,CRS013,4,assignment,50,49.0,2023-04-13,2023-04-20
ASM006471,STU0365,CRS013,5,quiz,25,7.8,2023-04-28,2023-04-27
ASM006472,STU0365,CRS013,5,assignment,50,42.7,2023-05-13,2023-05-13
ASM006473,STU0365,CRS013,6,quiz,25,9.8,2023-05-13,2023-05-14
ASM006474,STU0365,CRS013,6,assignment,50,36.5,2023-06-12,2023-06-13
ASM006475,STU0365,CRS013,6,project,100,66.6,2023-05-25,2023-05-24
ASM006476,STU0365,CRS013,7,quiz,25,18.4,2023-05-28,2023-06-04
ASM006477,STU0365,CRS013,7,assignment,50,35.1,2023-05-28,2023-05-27
ASM006478,STU0365,CRS013,8,quiz,25,10.5,2023-06-12,2023-06-12
ASM006479,STU0365,CRS013,8,assignment,50,30.8,2023-06-28,2023-06-28
ASM006480,STU0365,CRS013,8,exam,100,88.6,2023-06-12,2023-06-11
ASM006481,STU0366,CRS007,1,quiz,25,15.5,2023-09-18,2023-09-17
ASM006482,STU0366,CRS007,1,assignment,50,42.6,2023-09-21,2023-09-23
ASM006483,STU0366,CRS007,2,quiz,25,15.1,2023-10-05,2023-10-12
ASM006484,STU0366,CRS007,2,assignment,50,48.3,2023-10-07,2023-10-04
ASM006485,STU0366,CRS007,3,quiz,25,17.8,2023-10-25,2023-10-23
ASM006486,STU0366,CRS007,3,assignment,50,33.8,2023-10-31,2023-10-31
ASM006487,STU0366,CRS007,3,project,100,98.0,2023-10-22,2023-10-19
ASM006488,STU0366,CRS007,4,quiz,25,15.9,2023-10-31,2023-10-29
ASM006489,STU0366,CRS007,4,assignment,50,20.0,2023-10-27,2023-11-03
ASM006490,STU0366,CRS007,5,quiz,25,12.9,2023-11-15,2023-11-17
ASM006491,STU0366,CRS007,5,assignment,50,21.2,2023-11-10,2023-11-12
ASM006492,STU0366,CRS007,6,quiz,25,7.8,2023-11-24,2023-11-23
ASM006493,STU0366,CRS007,6,assignment,50,40.7,2023-12-30,2024-01-02
ASM006494,STU0366,CRS007,6,project,100,56.8,2023-11-24,2023-11-25
ASM006495,STU0366,CRS007,7,quiz,25,13.5,2023-12-15,2023-12-18
ASM006496,STU0366,CRS007,7,assignment,50,28.4,2023-12-22,2023-12-20
ASM006497,STU0366,CRS007,8,quiz,25,24.5,2024-01-15,2024-01-14
ASM006498,STU0366,CRS007,8,assignment,50,19.7,2024-01-23,2024-01-23
ASM006499,STU0366,CRS007,8,exam,100,68.0,2024-01-07,2024-01-14
ASM006500,STU0367,CRS017,1,quiz,25,19.1,2024-02-22,2024-02-20
ASM006501,STU0367,CRS017,1,assignment,50,27.6,2024-02-23,2024-02-23
ASM006502,STU0367,CRS017,2,quiz,25,11.7,2024-03-03,2024-03-02
ASM006503,STU0367,CRS017,2,assignment,50,27.9,2024-03-13,2024-03-11
ASM006504,STU0367,CRS017,3,quiz,25,20.9,2024-03-18,2024-03-20
ASM006505,STU0367,CRS017,3,assignment,50,41.8,2024-03-18,2024-03-17
ASM006506,STU0367,CRS017,3,project,100,86.1,2024-03-27,2024-04-01
ASM006507,STU0367,CRS017,4,quiz,25,14.6,2024-03-29,2024-04-05
ASM006508,STU0367,CRS017,4,assignment,50,42.0,2024-03-29,2024-03-28
ASM006509,STU0367,CRS017,5,quiz,25,22.6,2024-04-17,2024-04-16
ASM006510,STU0367,CRS017,5,assignment,50,44.2,2024-05-17,2024-05-20
ASM006511,STU0367,CRS017,6,quiz,25,24.5,2024-05-20,2024-05-20
ASM006512,STU0367,CRS017,6,assignment,50,21.1,2024-05-02,2024-05-04
ASM006513,STU0367,CRS017,6,project,100,43.7,2024-05-14,2024-05-21
ASM006514,STU0367,CRS017,6,exam,100,68.2,2024-06-07,2024-06-07
ASM006515,STU0368,CRS019,1,quiz,25,21.4,2024-08-24,2024-08-23
ASM006516,STU0368,CRS019,1,assignment,50,37.5,2024-08-19,2024-08-16
ASM006517,STU0368,CRS019,2,quiz,25,22.7,2024-09-15,2024-09-15
ASM006518,STU0368,CRS019,2,assignment,50,30.1,2024-09-13,2024-09-11
ASM006519,STU0368,CRS019,3,quiz,25,14.8,2024-09-27,2024-09-26
ASM006520,STU0368,CRS019,3,assignment,50,29.0,2024-09-27,2024-09-30
ASM006521,STU0368,CRS019,3,project,100,79.1,2024-09-18,2024-09-19
ASM006522,STU0368,CRS019,4,quiz,25,18.3,2024-10-19,2024-10-17
ASM006523,STU0368,CRS019,4,assignment,50,33.8,2024-10-23,2024-10-30
ASM006524,STU0368,CRS019,5,quiz,25,17.8,2024-11-02,2024-11-04
ASM006525,STU0368,CRS019,5,assignment,50,25.8,2024-11-07,2024-11-06
ASM006526,STU0368,CRS019,6,quiz,25,23.0,2024-12-08,2024-12-09
ASM006527,STU0368,CRS019,6,assignment,50,27.6,2024-11-02,2024-10-30
ASM006528,STU0368,CRS019,6,project,100,54.1,2024-11-02,2024-11-07
ASM006529,STU0368,CRS019,6,exam,100,44.7,2024-12-08,2024-12-08
ASM006530,STU0369,CRS011,1,quiz,25,12.7,2023-02-18,2023-02-18
ASM006531,STU0369,CRS011,1,assignment,50,44.6,2023-02-17,2023-02-17
ASM006532,STU0369,CRS011,2,quiz,25,15.6,2023-02-27,2023-02-24
ASM006533,STU0369,CRS011,2,assignment,50,22.4,2023-03-01,2023-03-01
ASM006534,STU0369,CRS011,3,quiz,25,11.0,2023-03-31,2023-03-31
ASM006535,STU0369,CRS011,3,assignment,50,25.5,2023-03-31,2023-03-30
ASM006536,STU0369,CRS011,3,project,100,81.1,2023-03-19,2023-03-22
ASM006537,STU0369,CRS011,4,quiz,25,15.5,2023-04-04,2023-04-04
ASM006538,STU0369,CRS011,4,assignment,50,22.7,2023-04-20,2023-04-20
ASM006539,STU0369,CRS011,5,quiz,25,20.6,2023-05-05,2023-05-05
ASM006540,STU0369,CRS011,5,assignment,50,33.9,2023-04-10,2023-04-10
ASM006541,STU0369,CRS011,6,quiz,25,20.4,2023-04-24,2023-04-22
ASM006542,STU0369,CRS011,6,assignment,50,22.3,2023-05-18,2023-05-16
ASM006543,STU0369,CRS011,6,project,100,73.9,2023-05-12,2023-05-09
ASM006544,STU0369,CRS011,7,quiz,25,11.4,2023-06-19,2023-06-22
ASM006545,STU0369,CRS011,7,assignment,50,29.5,2023-06-05,2023-06-02
ASM006546,STU0369,CRS011,8,quiz,25,11.6,2023-05-30,2023-06-02
ASM006547,STU0369,CRS011,8,assignment,50,41.7,2023-05-22,2023-05-29
ASM006548,STU0369,CRS011,9,quiz,25,15.7,2023-06-05,2023-06-06
ASM006549,STU0369,CRS011,9,assignment,50,31.4,2023-06-14,2023-06-14
ASM006550,STU0369,CRS011,9,project,100,64.5,2023-07-29,2023-07-28
ASM006551,STU0369,CRS011,10,quiz,25,20.8,2023-06-29,2023-06-27
ASM006552,STU0369,CRS011,10,assignment,50,22.9,2023-07-09,2023-07-08
ASM006553,STU0369,CRS011,10,exam,100,51.2,2023-07-09,2023-07-08
ASM006554,STU0370,CRS005,1,quiz,25,15.0,2023-09-13,2023-09-13
ASM006555,STU0370,CRS005,1,assignment,50,24.8,2023-09-11,2023-09-11
ASM006556,STU0370,CRS005,2,quiz,25,21.0,2023-10-01,2023-09-28
ASM006557,STU0370,CRS005,2,assignment,50,30.8,2023-10-01,2023-09-29
ASM006558,STU0370,CRS005,3,quiz,25,10.6,2023-10-28,2023-10-29
ASM006559,STU0370,CRS005,3,assignment,50,35.7,2023-10-10,2023-10-09
ASM006560,STU0370,CRS005,3,project,100,59.7,2023-10-10,2023-10-15
ASM006561,STU0370,CRS005,4,quiz,25,21.2,2023-11-10,2023-11-11
ASM006562,STU0370,CRS005,4,assignment,50,13.2,2023-11-10,2023-11-09
ASM006563,STU0370,CRS005,5,quiz,25,19.5,2023-12-09,2023-12-14
ASM006564,STU0370,CRS005,5,assignment,50,43.6,2023-11-14,2023-11-19
ASM006565,STU0370,CRS005,6,quiz,25,14.2,2023-11-18,2023-11-20
ASM006566,STU0370,CRS005,6,assignment,50,34.2,2023-12-18,2023-12-25
ASM006567,STU0370,CRS005,6,project,100,52.0,2023-11-18,2023-11-18
ASM006568,STU0370,CRS005,7,quiz,25,17.0,2023-12-16,2023-12-21
ASM006569,STU0370,CRS005,7,assignment,50,40.0,2023-12-02,2023-12-05
ASM006570,STU0370,CRS005,8,quiz,25,16.8,2024-01-17,2024-01-22
ASM006571,STU0370,CRS005,8,assignment,50,39.7,2024-01-25,2024-01-24
ASM006572,STU0370,CRS005,8,exam,100,72.6,2024-01-01,2024-01-03
ASM006573,STU0371,CRS014,1,quiz,25,15.8,2024-02-18,2024-02-23
ASM006574,STU0371,CRS014,1,assignment,50,42.6,2024-02-23,2024-02-25
ASM006575,STU0371,CRS014,2,quiz,25,12.3,2024-03-10,2024-03-11
ASM006576,STU0371,CRS014,2,assignment,50,24.3,2024-03-06,2024-03-04
ASM006577,STU0371,CRS014,3,quiz,25,17.0,2024-03-25,2024-03-22
ASM006578,STU0371,CRS014,3,assignment,50,40.6,2024-03-16,2024-03-17
ASM006579,STU0371,CRS014,3,project,100,57.3,2024-03-25,2024-03-25
ASM006580,STU0371,CRS014,4,quiz,25,15.1,2024-04-07,2024-04-05
ASM006581,STU0371,CRS014,4,assignment,50,38.3,2024-04-27,2024-04-26
ASM006582,STU0371,CRS014,5,quiz,25,14.6,2024-05-13,2024-05-13
ASM006583,STU0371,CRS014,5,assignment,50,28.6,2024-04-13,2024-04-13
ASM006584,STU0371,CRS014,6,quiz,25,19.7,2024-05-27,2024-06-01
ASM006585,STU0371,CRS014,6,assignment,50,27.2,2024-05-27,2024-05-27
ASM006586,STU0371,CRS014,6,project,100,93.9,2024-05-21,2024-05-20
ASM006587,STU0371,CRS014,6,exam,100,49.8,2024-04-27,2024-04-29
ASM006588,STU0372,CRS018,1,quiz,25,13.4,2024-09-27,2024-09-28
ASM006589,STU0372,CRS018,1,assignment,50,16.5,2024-10-02,2024-10-05
ASM006590,STU0372,CRS018,2,quiz,25,15.2,2024-10-23,2024-10-20
ASM006591,STU0372,CRS018,2,assignment,50,25.3,2024-10-13,2024-10-14
ASM006592,STU0372,CRS018,3,quiz,25,19.3,2024-11-03,2024-11-02
ASM006593,STU0372,CRS018,3,assignment,50,35.4,2024-11-06,2024-11-06
ASM006594,STU0372,CRS018,3,project,100,60.4,2024-11-09,2024-11-07
ASM006595,STU0372,CRS018,4,quiz,25,17.4,2024-12-02,2024-11-30
ASM006596,STU0372,CRS018,4,assignment,50,45.6,2024-11-12,2024-11-11
ASM006597,STU0372,CRS018,5,quiz,25,16.4,2024-11-22,2024-11-20
ASM006598,STU0372,CRS018,5,assignment,50,34.3,2024-12-12,2024-12-11
ASM006599,STU0372,CRS018,6,quiz,25,19.5,2025-01-11,2025-01-12
ASM006600,STU0372,CRS018,6,assignment,50,43.0,2025-01-11,2025-01-10
ASM006601,STU0372,CRS018,6,project,100,83.6,2024-12-30,2024-12-30
ASM006602,STU0372,CRS018,6,exam,100,34.6,2024-12-18,2024-12-18
ASM006603,STU0373,CRS006,1,quiz,25,14.7,2023-03-10,2023-03-10
ASM006604,STU0373,CRS006,1,assignment,50,26.5,2023-03-12,2023-03-17
ASM006605,STU0373,CRS006,2,quiz,25,8.6,2023-03-28,2023-03-27
ASM006606,STU0373,CRS006,2,assignment,50,31.3,2023-04-01,2023-03-30
ASM006607,STU0373,CRS006,3,quiz,25,15.5,2023-04-13,2023-04-13
ASM006608,STU0373,CRS006,3,assignment,50,24.4,2023-04-25,2023-04-26
ASM006609,STU0373,CRS006,3,project,100,59.2,2023-04-22,2023-04-22
ASM006610,STU0373,CRS006,4,quiz,25,19.6,2023-04-21,2023-04-21
ASM006611,STU0373,CRS006,4,assignment,50,28.6,2023-05-19,2023-05-19
ASM006612,STU0373,CRS006,5,quiz,25,18.1,2023-05-15,2023-05-15
ASM006613,STU0373,CRS006,5,assignment,50,33.0,2023-05-05,2023-05-04
ASM006614,STU0373,CRS006,6,quiz,25,13.1,2023-05-31,2023-06-01
ASM006615,STU0373,CRS006,6,assignment,50,31.0,2023-06-18,2023-06-19
ASM006616,STU0373,CRS006,6,project,100,76.0,2023-06-06,2023-06-08
ASM006617,STU0373,CRS006,7,quiz,25,18.4,2023-07-07,2023-07-08
ASM006618,STU0373,CRS006,7,assignment,50,30.2,2023-07-14,2023-07-13
ASM006619,STU0373,CRS006,8,quiz,25,19.1,2023-07-18,2023-07-15
ASM006620,STU0373,CRS006,8,assignment,50,21.7,2023-08-03,2023-08-02
ASM006621,STU0373,CRS006,9,quiz,25,19.3,2023-07-09,2023-07-09
ASM006622,STU0373,CRS006,9,assignment,50,36.9,2023-07-18,2023-07-19
ASM006623,STU0373,CRS006,9,project,100,82.2,2023-07-18,2023-07-15
ASM006624,STU0373,CRS006,10,quiz,25,18.9,2023-08-03,2023-08-08
ASM006625,STU0373,CRS006,10,assignment,50,16.2,2023-09-02,2023-09-03
ASM006626,STU0373,CRS006,10,exam,100,44.2,2023-09-12,2023-09-13
ASM006627,STU0374,CRS018,1,quiz,25,18.5,2023-09-05,2023-09-08
ASM006628,STU0374,CRS018,1,assignment,50,24.7,2023-08-31,2023-09-02
ASM006629,STU0374,CRS018,2,quiz,25,18.6,2023-09-12,2023-09-19
ASM006630,STU0374,CRS018,2,assignment,50,37.0,2023-09-16,2023-09-16
ASM006631,STU0374,CRS018,3,quiz,25,20.2,2023-10-08,2023-10-08
ASM006632,STU0374,CRS018,3,assignment,50,29.3,2023-10-02,2023-10-01
ASM006633,STU0374,CRS018,3,project,100,57.7,2023-10-14,2023-10-12
ASM006634,STU0374,CRS018,4,quiz,25,15.2,2023-10-22,2023-10-23
ASM006635,STU0374,CRS018,4,assignment,50,34.4,2023-10-22,2023-10-22
ASM006636,STU0374,CRS018,5,quiz,25,22.3,2023-10-29,2023-10-30
ASM006637,STU0374,CRS018,5,assignment,50,46.5,2023-10-24,2023-10-22
ASM006638,STU0374,CRS018,6,quiz,25,17.2,2023-12-07,2023-12-07
ASM006639,STU0374,CRS018,6,assignment,50,37.3,2023-12-13,2023-12-11
ASM006640,STU0374,CRS018,6,project,100,50.3,2023-12-01,2023-12-02
ASM006641,STU0374,CRS018,7,quiz,25,8.2,2023-11-28,2023-11-28
ASM006642,STU0374,CRS018,7,assignment,50,49.0,2023-12-19,2023-12-16
ASM006643,STU0374,CRS018,8,quiz,25,9.3,2024-01-30,2024-01-30
ASM006644,STU0374,CRS018,8,assignment,50,19.2,2023-12-29,2023-12-26
ASM006645,STU0374,CRS018,8,exam,100,74.7,2024-01-14,2024-01-15
ASM006646,STU0375,CRS013,1,quiz,25,15.9,2024-03-22,2024-03-20
ASM006647,STU0375,CRS013,1,assignment,50,12.9,2024-03-25,2024-03-26
ASM006648,STU0375,CRS013,2,quiz,25,18.2,2024-04-04,2024-04-03
ASM006649,STU0375,CRS013,2,assignment,50,30.8,2024-04-14,2024-04-13
ASM006650,STU0375,CRS013,3,quiz,25,7.7,2024-05-07,2024-05-04
ASM006651,STU0375,CRS013,3,assignment,50,40.4,2024-04-19,2024-04-20
ASM006652,STU0375,CRS013,3,project,100,59.3,2024-04-19,2024-04-24
ASM006653,STU0375,CRS013,4,quiz,25,12.0,2024-05-28,2024-06-04
ASM006654,STU0375,CRS013,4,assignment,50,36.6,2024-05-24,2024-05-24
